순번,기준년,기준월,행정동코드,행정동명,성별코드,성별,요일코드,요일,시간대코드,시간대,유동인구수,시간당 평균 유동인구수,데이터생성일자
15237,2021,10,3017058100,갈마1동,m,남성,4,목요일,3,퇴근,36644.28,18322.14,20230104
15238,2021,10,3017058100,갈마1동,f,여성,4,목요일,4,저녁,75399.56,18849.89,20230104
15239,2021,10,3017058100,갈마1동,m,남성,4,목요일,4,저녁,77155.93,19288.98,20230104
15240,2021,10,3017058100,갈마1동,f,여성,4,목요일,5,야간,33920.03,4845.72,20230104
15241,2021,10,3017058100,갈마1동,m,남성,4,목요일,5,야간,38952.27,5564.61,20230104
15242,2021,10,3017058100,갈마1동,f,여성,5,금요일,1,출근,26345.69,13172.85,20230104
15243,2021,10,3017058100,갈마1동,m,남성,5,금요일,1,출근,24314.78,12157.39,20230104
15244,2021,10,3017058100,갈마1동,f,여성,5,금요일,2,주간,170108.2,18900.91,20230104
15245,2021,10,3017058100,갈마1동,m,남성,5,금요일,2,주간,148709.27,16523.25,20230104
15246,2021,10,3017058100,갈마1동,f,여성,5,금요일,3,퇴근,45727.3,22863.65,20230104
15247,2021,10,3017058100,갈마1동,m,남성,5,금요일,3,퇴근,45156.32,22578.16,20230104
15248,2021,10,3017058100,갈마1동,f,여성,5,금요일,4,저녁,93320.24,23330.06,20230104
15249,2021,10,3017058100,갈마1동,m,남성,5,금요일,4,저녁,96468.97,24117.24,20230104
15250,2021,10,3017058100,갈마1동,f,여성,5,금요일,5,야간,41994.43,5999.21,20230104
15251,2021,10,3017058100,갈마1동,m,남성,5,금요일,5,야간,47444.62,6777.8,20230104
15252,2021,10,3017058100,갈마1동,f,여성,6,토요일,1,출근,21527.39,10763.7,20230104
15253,2021,10,3017058100,갈마1동,m,남성,6,토요일,1,출근,24009.82,12004.91,20230104
15254,2021,10,3017058100,갈마1동,f,여성,6,토요일,2,주간,152393.01,16932.56,20230104
15255,2021,10,3017058100,갈마1동,m,남성,6,토요일,2,주간,156514.1,17390.46,20230104
15256,2021,10,3017058100,갈마1동,f,여성,6,토요일,3,퇴근,43897.14,21948.57,20230104
15257,2021,10,3017058100,갈마1동,m,남성,6,토요일,3,퇴근,46342.5,23171.25,20230104
15258,2021,10,3017058100,갈마1동,f,여성,6,토요일,4,저녁,87765.55,21941.39,20230104
15259,2021,10,3017058100,갈마1동,m,남성,6,토요일,4,저녁,93259.55,23314.89,20230104
15260,2021,10,3017058100,갈마1동,f,여성,6,토요일,5,야간,45499.52,6499.93,20230104
15261,2021,10,3017058100,갈마1동,m,남성,6,토요일,5,야간,52778.86,7539.84,20230104
15262,2021,10,3017058200,갈마2동,f,여성,0,일요일,1,출근,21735.31,10867.66,20230104
15263,2021,10,3017058200,갈마2동,m,남성,0,일요일,1,출근,24836.36,12418.18,20230104
15264,2021,10,3017058200,갈마2동,f,여성,0,일요일,2,주간,143440.75,15937.86,20230104
15265,2021,10,3017058200,갈마2동,m,남성,0,일요일,2,주간,158766.37,17640.71,20230104
15266,2021,10,3017058200,갈마2동,f,여성,0,일요일,3,퇴근,40629.7,20314.85,20230104
15267,2021,10,3017058200,갈마2동,m,남성,0,일요일,3,퇴근,44730.23,22365.12,20230104
15268,2021,10,3017058200,갈마2동,f,여성,0,일요일,4,저녁,85941.47,21485.37,20230104
15269,2021,10,3017058200,갈마2동,m,남성,0,일요일,4,저녁,92382.22,23095.56,20230104
15270,2021,10,3017058200,갈마2동,f,여성,0,일요일,5,야간,49742.33,7106.05,20230104
15271,2021,10,3017058200,갈마2동,m,남성,0,일요일,5,야간,63104.88,9014.98,20230104
15272,2021,10,3017058200,갈마2동,f,여성,1,월요일,1,출근,19432.59,9716.3,20230104
15273,2021,10,3017058200,갈마2동,m,남성,1,월요일,1,출근,19812.93,9906.47,20230104
15274,2021,10,3017058200,갈마2동,f,여성,1,월요일,2,주간,121143.11,13460.35,20230104
15275,2021,10,3017058200,갈마2동,m,남성,1,월요일,2,주간,122689.92,13632.21,20230104
15276,2021,10,3017058200,갈마2동,f,여성,1,월요일,3,퇴근,34413.09,17206.55,20230104
15277,2021,10,3017058200,갈마2동,m,남성,1,월요일,3,퇴근,36493.23,18246.62,20230104
15278,2021,10,3017058200,갈마2동,f,여성,1,월요일,4,저녁,70838.23,17709.56,20230104
15279,2021,10,3017058200,갈마2동,m,남성,1,월요일,4,저녁,75600.45,18900.11,20230104
15280,2021,10,3017058200,갈마2동,f,여성,1,월요일,5,야간,38240.3,5462.9,20230104
15281,2021,10,3017058200,갈마2동,m,남성,1,월요일,5,야간,44611.49,6373.07,20230104
15282,2021,10,3017058200,갈마2동,f,여성,2,화요일,1,출근,20464.33,10232.17,20230104
15283,2021,10,3017058200,갈마2동,m,남성,2,화요일,1,출근,20090.11,10045.06,20230104
15284,2021,10,3017058200,갈마2동,f,여성,2,화요일,2,주간,124672.73,13852.53,20230104
15285,2021,10,3017058200,갈마2동,m,남성,2,화요일,2,주간,119916.27,13324.03,20230104
15286,2021,10,3017058200,갈마2동,f,여성,2,화요일,3,퇴근,34627.77,17313.89,20230104
15287,2021,10,3017058200,갈마2동,m,남성,2,화요일,3,퇴근,35944.82,17972.41,20230104
15288,2021,10,3017058200,갈마2동,f,여성,2,화요일,4,저녁,72430.34,18107.59,20230104
15289,2021,10,3017058200,갈마2동,m,남성,2,화요일,4,저녁,76098.74,19024.69,20230104
15290,2021,10,3017058200,갈마2동,f,여성,2,화요일,5,야간,36805.16,5257.88,20230104
15291,2021,10,3017058200,갈마2동,m,남성,2,화요일,5,야간,43013.84,6144.83,20230104
15292,2021,10,3017058200,갈마2동,f,여성,3,수요일,1,출근,19992.45,9996.23,20230104
15293,2021,10,3017058200,갈마2동,m,남성,3,수요일,1,출근,19821.75,9910.88,20230104
15294,2021,10,3017058200,갈마2동,f,여성,3,수요일,2,주간,124920.31,13880.04,20230104
15295,2021,10,3017058200,갈마2동,m,남성,3,수요일,2,주간,118638.92,13182.1,20230104
15296,2021,10,3017058200,갈마2동,f,여성,3,수요일,3,퇴근,34847.65,17423.83,20230104
15297,2021,10,3017058200,갈마2동,m,남성,3,수요일,3,퇴근,35969.55,17984.78,20230104
15298,2021,10,3017058200,갈마2동,f,여성,3,수요일,4,저녁,72302.71,18075.68,20230104
15299,2021,10,3017058200,갈마2동,m,남성,3,수요일,4,저녁,75733.39,18933.35,20230104
15300,2021,10,3017058200,갈마2동,f,여성,3,수요일,5,야간,35546.78,5078.11,20230104
15301,2021,10,3017058200,갈마2동,m,남성,3,수요일,5,야간,41954.56,5993.51,20230104
15302,2021,10,3017058200,갈마2동,f,여성,4,목요일,1,출근,20460.37,10230.19,20230104
15303,2021,10,3017058200,갈마2동,m,남성,4,목요일,1,출근,19866.81,9933.41,20230104
15304,2021,10,3017058200,갈마2동,f,여성,4,목요일,2,주간,123873.23,13763.69,20230104
15305,2021,10,3017058200,갈마2동,m,남성,4,목요일,2,주간,118579.26,13175.47,20230104
15306,2021,10,3017058200,갈마2동,f,여성,4,목요일,3,퇴근,34306.69,17153.35,20230104
15307,2021,10,3017058200,갈마2동,m,남성,4,목요일,3,퇴근,35737.56,17868.78,20230104
15308,2021,10,3017058200,갈마2동,f,여성,4,목요일,4,저녁,72482.89,18120.72,20230104
15309,2021,10,3017058200,갈마2동,m,남성,4,목요일,4,저녁,75717.54,18929.39,20230104
15310,2021,10,3017058200,갈마2동,f,여성,4,목요일,5,야간,35990.64,5141.52,20230104
15311,2021,10,3017058200,갈마2동,m,남성,4,목요일,5,야간,42170.62,6024.37,20230104
15312,2021,10,3017058200,갈마2동,f,여성,5,금요일,1,출근,25284.6,12642.3,20230104
15313,2021,10,3017058200,갈마2동,m,남성,5,금요일,1,출근,25135.63,12567.82,20230104
15314,2021,10,3017058200,갈마2동,f,여성,5,금요일,2,주간,157582.15,17509.13,20230104
15315,2021,10,3017058200,갈마2동,m,남성,5,금요일,2,주간,151294.8,16810.53,20230104
15316,2021,10,3017058200,갈마2동,f,여성,5,금요일,3,퇴근,42659.06,21329.53,20230104
15317,2021,10,3017058200,갈마2동,m,남성,5,금요일,3,퇴근,45222.77,22611.39,20230104
15318,2021,10,3017058200,갈마2동,f,여성,5,금요일,4,저녁,89562.12,22390.53,20230104
15319,2021,10,3017058200,갈마2동,m,남성,5,금요일,4,저녁,97138.23,24284.56,20230104
15320,2021,10,3017058200,갈마2동,f,여성,5,금요일,5,야간,44427.82,6346.83,20230104
15321,2021,10,3017058200,갈마2동,m,남성,5,금요일,5,야간,51861.16,7408.74,20230104
15322,2021,10,3017058200,갈마2동,f,여성,6,토요일,1,출근,22917.15,11458.58,20230104
15323,2021,10,3017058200,갈마2동,m,남성,6,토요일,1,출근,24468.27,12234.14,20230104
15324,2021,10,3017058200,갈마2동,f,여성,6,토요일,2,주간,146607.1,16289.68,20230104
15325,2021,10,3017058200,갈마2동,m,남성,6,토요일,2,주간,155936.29,17326.25,20230104
15326,2021,10,3017058200,갈마2동,f,여성,6,토요일,3,퇴근,40473.25,20236.63,20230104
15327,2021,10,3017058200,갈마2동,m,남성,6,토요일,3,퇴근,45397.92,22698.96,20230104
15328,2021,10,3017058200,갈마2동,f,여성,6,토요일,4,저녁,84918.45,21229.61,20230104
15329,2021,10,3017058200,갈마2동,m,남성,6,토요일,4,저녁,95419.55,23854.89,20230104
15330,2021,10,3017058200,갈마2동,f,여성,6,토요일,5,야간,48698.52,6956.93,20230104
15331,2021,10,3017058200,갈마2동,m,남성,6,토요일,5,야간,58428.78,8346.97,20230104
15332,2021,10,3017058600,월평1동,f,여성,0,일요일,1,출근,13719.81,6859.91,20230104
15333,2021,10,3017058600,월평1동,m,남성,0,일요일,1,출근,16866.76,8433.38,20230104
15334,2021,10,3017058600,월평1동,f,여성,0,일요일,2,주간,107491.88,11943.54,20230104
15335,2021,10,3017058600,월평1동,m,남성,0,일요일,2,주간,128366.36,14262.93,20230104
15336,2021,10,3017058600,월평1동,f,여성,0,일요일,3,퇴근,26459.99,13230,20230104
15337,2021,10,3017058600,월평1동,m,남성,0,일요일,3,퇴근,31835.62,15917.81,20230104
15338,2021,10,3017058600,월평1동,f,여성,0,일요일,4,저녁,53266.53,13316.63,20230104
15339,2021,10,3017058600,월평1동,m,남성,0,일요일,4,저녁,63024.55,15756.14,20230104
15340,2021,10,3017058600,월평1동,f,여성,0,일요일,5,야간,30907.99,4415.43,20230104
15341,2021,10,3017058600,월평1동,m,남성,0,일요일,5,야간,41356.37,5908.05,20230104
15342,2021,10,3017058600,월평1동,f,여성,1,월요일,1,출근,11407.37,5703.69,20230104
15343,2021,10,3017058600,월평1동,m,남성,1,월요일,1,출근,14065.77,7032.89,20230104
15344,2021,10,3017058600,월평1동,f,여성,1,월요일,2,주간,80332.83,8925.87,20230104
15345,2021,10,3017058600,월평1동,m,남성,1,월요일,2,주간,101471.2,11274.58,20230104
15346,2021,10,3017058600,월평1동,f,여성,1,월요일,3,퇴근,22566.75,11283.38,20230104
15347,2021,10,3017058600,월평1동,m,남성,1,월요일,3,퇴근,27608.01,13804.01,20230104
15348,2021,10,3017058600,월평1동,f,여성,1,월요일,4,저녁,45007.02,11251.76,20230104
15349,2021,10,3017058600,월평1동,m,남성,1,월요일,4,저녁,53773.13,13443.28,20230104
15350,2021,10,3017058600,월평1동,f,여성,1,월요일,5,야간,22177.73,3168.25,20230104
15351,2021,10,3017058600,월평1동,m,남성,1,월요일,5,야간,27986.15,3998.02,20230104
15352,2021,10,3017058600,월평1동,f,여성,2,화요일,1,출근,11823.88,5911.94,20230104
15353,2021,10,3017058600,월평1동,m,남성,2,화요일,1,출근,15259.27,7629.64,20230104
15354,2021,10,3017058600,월평1동,f,여성,2,화요일,2,주간,86430.86,9603.43,20230104
15355,2021,10,3017058600,월평1동,m,남성,2,화요일,2,주간,105409.26,11712.14,20230104
15356,2021,10,3017058600,월평1동,f,여성,2,화요일,3,퇴근,23014.76,11507.38,20230104
15357,2021,10,3017058600,월평1동,m,남성,2,화요일,3,퇴근,28069.92,14034.96,20230104
15358,2021,10,3017058600,월평1동,f,여성,2,화요일,4,저녁,45232.12,11308.03,20230104
15359,2021,10,3017058600,월평1동,m,남성,2,화요일,4,저녁,55244.87,13811.22,20230104
15360,2021,10,3017058600,월평1동,f,여성,2,화요일,5,야간,20903.09,2986.16,20230104
15361,2021,10,3017058600,월평1동,m,남성,2,화요일,5,야간,26967.89,3852.56,20230104
15362,2021,10,3017058600,월평1동,f,여성,3,수요일,1,출근,11738.9,5869.45,20230104
15363,2021,10,3017058600,월평1동,m,남성,3,수요일,1,출근,14742.26,7371.13,20230104
15364,2021,10,3017058600,월평1동,f,여성,3,수요일,2,주간,85882.04,9542.45,20230104
15365,2021,10,3017058600,월평1동,m,남성,3,수요일,2,주간,105525,11725,20230104
15366,2021,10,3017058600,월평1동,f,여성,3,수요일,3,퇴근,23552.95,11776.48,20230104
15367,2021,10,3017058600,월평1동,m,남성,3,수요일,3,퇴근,29027.15,14513.58,20230104
15368,2021,10,3017058600,월평1동,f,여성,3,수요일,4,저녁,46601.92,11650.48,20230104
15369,2021,10,3017058600,월평1동,m,남성,3,수요일,4,저녁,55896.99,13974.25,20230104
15370,2021,10,3017058600,월평1동,f,여성,3,수요일,5,야간,21085.85,3012.26,20230104
15371,2021,10,3017058600,월평1동,m,남성,3,수요일,5,야간,26536.95,3790.99,20230104
15372,2021,10,3017058600,월평1동,f,여성,4,목요일,1,출근,12034.17,6017.09,20230104
15373,2021,10,3017058600,월평1동,m,남성,4,목요일,1,출근,14819.93,7409.97,20230104
15374,2021,10,3017058600,월평1동,f,여성,4,목요일,2,주간,86087.91,9565.32,20230104
15375,2021,10,3017058600,월평1동,m,남성,4,목요일,2,주간,105737.37,11748.6,20230104
15376,2021,10,3017058600,월평1동,f,여성,4,목요일,3,퇴근,23371.33,11685.67,20230104
15377,2021,10,3017058600,월평1동,m,남성,4,목요일,3,퇴근,28479.64,14239.82,20230104
15378,2021,10,3017058600,월평1동,f,여성,4,목요일,4,저녁,45499.67,11374.92,20230104
15379,2021,10,3017058600,월평1동,m,남성,4,목요일,4,저녁,55437.5,13859.38,20230104
15380,2021,10,3017058600,월평1동,f,여성,4,목요일,5,야간,21518.33,3074.05,20230104
15381,2021,10,3017058600,월평1동,m,남성,4,목요일,5,야간,28265.31,4037.9,20230104
15382,2021,10,3017058600,월평1동,f,여성,5,금요일,1,출근,14754.88,7377.44,20230104
15383,2021,10,3017058600,월평1동,m,남성,5,금요일,1,출근,18516.57,9258.29,20230104
15384,2021,10,3017058600,월평1동,f,여성,5,금요일,2,주간,107665.35,11962.82,20230104
15385,2021,10,3017058600,월평1동,m,남성,5,금요일,2,주간,133755.02,14861.67,20230104
15386,2021,10,3017058600,월평1동,f,여성,5,금요일,3,퇴근,28789.01,14394.51,20230104
15387,2021,10,3017058600,월평1동,m,남성,5,금요일,3,퇴근,35824.33,17912.17,20230104
15388,2021,10,3017058600,월평1동,f,여성,5,금요일,4,저녁,58103.68,14525.92,20230104
15389,2021,10,3017058600,월평1동,m,남성,5,금요일,4,저녁,70822.15,17705.54,20230104
15390,2021,10,3017058600,월평1동,f,여성,5,금요일,5,야간,25763.7,3680.53,20230104
15391,2021,10,3017058600,월평1동,m,남성,5,금요일,5,야간,34355.64,4907.95,20230104
15392,2021,10,3017058600,월평1동,f,여성,6,토요일,1,출근,13829.81,6914.91,20230104
15393,2021,10,3017058600,월평1동,m,남성,6,토요일,1,출근,17375.97,8687.99,20230104
15394,2021,10,3017058600,월평1동,f,여성,6,토요일,2,주간,107256.82,11917.42,20230104
15395,2021,10,3017058600,월평1동,m,남성,6,토요일,2,주간,136823.38,15202.6,20230104
15396,2021,10,3017058600,월평1동,f,여성,6,토요일,3,퇴근,28832.14,14416.07,20230104
15397,2021,10,3017058600,월평1동,m,남성,6,토요일,3,퇴근,35766.77,17883.39,20230104
15398,2021,10,3017058600,월평1동,f,여성,6,토요일,4,저녁,54865.75,13716.44,20230104
15399,2021,10,3017058600,월평1동,m,남성,6,토요일,4,저녁,67301.54,16825.39,20230104
15400,2021,10,3017058600,월평1동,f,여성,6,토요일,5,야간,29390.93,4198.71,20230104
15401,2021,10,3017058600,월평1동,m,남성,6,토요일,5,야간,37866.63,5409.52,20230104
15402,2021,10,3017058700,월평2동,f,여성,0,일요일,1,출근,14372.12,7186.06,20230104
15403,2021,10,3017058700,월평2동,m,남성,0,일요일,1,출근,16426.07,8213.04,20230104
15404,2021,10,3017058700,월평2동,f,여성,0,일요일,2,주간,120580.64,13397.85,20230104
15405,2021,10,3017058700,월평2동,m,남성,0,일요일,2,주간,132561.14,14729.02,20230104
15406,2021,10,3017058700,월평2동,f,여성,0,일요일,3,퇴근,34454.25,17227.13,20230104
15407,2021,10,3017058700,월평2동,m,남성,0,일요일,3,퇴근,37657.95,18828.98,20230104
15408,2021,10,3017058700,월평2동,f,여성,0,일요일,4,저녁,64982.92,16245.73,20230104
15409,2021,10,3017058700,월평2동,m,남성,0,일요일,4,저녁,70119.27,17529.82,20230104
15410,2021,10,3017058700,월평2동,f,여성,0,일요일,5,야간,27546.66,3935.24,20230104
15411,2021,10,3017058700,월평2동,m,남성,0,일요일,5,야간,34350.7,4907.24,20230104
15412,2021,10,3017058700,월평2동,f,여성,1,월요일,1,출근,14481.57,7240.79,20230104
15413,2021,10,3017058700,월평2동,m,남성,1,월요일,1,출근,14869.69,7434.85,20230104
15414,2021,10,3017058700,월평2동,f,여성,1,월요일,2,주간,121405.03,13489.45,20230104
15415,2021,10,3017058700,월평2동,m,남성,1,월요일,2,주간,114336.72,12704.08,20230104
15416,2021,10,3017058700,월평2동,f,여성,1,월요일,3,퇴근,31555.65,15777.83,20230104
15417,2021,10,3017058700,월평2동,m,남성,1,월요일,3,퇴근,32404.98,16202.49,20230104
15418,2021,10,3017058700,월평2동,f,여성,1,월요일,4,저녁,55645.41,13911.36,20230104
15419,2021,10,3017058700,월평2동,m,남성,1,월요일,4,저녁,59154.37,14788.59,20230104
15420,2021,10,3017058700,월평2동,f,여성,1,월요일,5,야간,20769.7,2967.1,20230104
15421,2021,10,3017058700,월평2동,m,남성,1,월요일,5,야간,25137.71,3591.1,20230104
15422,2021,10,3017058700,월평2동,f,여성,2,화요일,1,출근,16221.45,8110.73,20230104
15423,2021,10,3017058700,월평2동,m,남성,2,화요일,1,출근,16033.16,8016.58,20230104
15424,2021,10,3017058700,월평2동,f,여성,2,화요일,2,주간,131041.31,14560.15,20230104
15425,2021,10,3017058700,월평2동,m,남성,2,화요일,2,주간,118533.94,13170.44,20230104
15426,2021,10,3017058700,월평2동,f,여성,2,화요일,3,퇴근,33255.81,16627.91,20230104
15427,2021,10,3017058700,월평2동,m,남성,2,화요일,3,퇴근,32859.91,16429.96,20230104
15428,2021,10,3017058700,월평2동,f,여성,2,화요일,4,저녁,57577.64,14394.41,20230104
15429,2021,10,3017058700,월평2동,m,남성,2,화요일,4,저녁,59997.79,14999.45,20230104
15430,2021,10,3017058700,월평2동,f,여성,2,화요일,5,야간,19693.19,2813.31,20230104
15431,2021,10,3017058700,월평2동,m,남성,2,화요일,5,야간,22974.05,3282.01,20230104
15432,2021,10,3017058700,월평2동,f,여성,3,수요일,1,출근,16585.73,8292.87,20230104
15433,2021,10,3017058700,월평2동,m,남성,3,수요일,1,출근,16271.83,8135.92,20230104
15434,2021,10,3017058700,월평2동,f,여성,3,수요일,2,주간,132730.57,14747.84,20230104
15435,2021,10,3017058700,월평2동,m,남성,3,수요일,2,주간,117574.11,13063.79,20230104
15436,2021,10,3017058700,월평2동,f,여성,3,수요일,3,퇴근,32801.91,16400.96,20230104
15437,2021,10,3017058700,월평2동,m,남성,3,수요일,3,퇴근,33185.03,16592.52,20230104
15438,2021,10,3017058700,월평2동,f,여성,3,수요일,4,저녁,57217.11,14304.28,20230104
15439,2021,10,3017058700,월평2동,m,남성,3,수요일,4,저녁,60159.62,15039.91,20230104
15440,2021,10,3017058700,월평2동,f,여성,3,수요일,5,야간,20011.91,2858.84,20230104
15441,2021,10,3017058700,월평2동,m,남성,3,수요일,5,야간,23670.35,3381.48,20230104
15442,2021,10,3017058700,월평2동,f,여성,4,목요일,1,출근,16405.56,8202.78,20230104
15443,2021,10,3017058700,월평2동,m,남성,4,목요일,1,출근,16185.15,8092.58,20230104
15444,2021,10,3017058700,월평2동,f,여성,4,목요일,2,주간,130572.31,14508.03,20230104
15445,2021,10,3017058700,월평2동,m,남성,4,목요일,2,주간,116807.88,12978.65,20230104
15446,2021,10,3017058700,월평2동,f,여성,4,목요일,3,퇴근,32836.42,16418.21,20230104
15447,2021,10,3017058700,월평2동,m,남성,4,목요일,3,퇴근,32893.88,16446.94,20230104
15448,2021,10,3017058700,월평2동,f,여성,4,목요일,4,저녁,57091.13,14272.79,20230104
15449,2021,10,3017058700,월평2동,m,남성,4,목요일,4,저녁,59722.82,14930.71,20230104
15450,2021,10,3017058700,월평2동,f,여성,4,목요일,5,야간,20289.91,2898.56,20230104
15451,2021,10,3017058700,월평2동,m,남성,4,목요일,5,야간,23232.82,3318.98,20230104
15452,2021,10,3017058700,월평2동,f,여성,5,금요일,1,출근,20734.53,10367.27,20230104
15453,2021,10,3017058700,월평2동,m,남성,5,금요일,1,출근,20142.61,10071.31,20230104
15454,2021,10,3017058700,월평2동,f,여성,5,금요일,2,주간,166407.3,18489.7,20230104
15455,2021,10,3017058700,월평2동,m,남성,5,금요일,2,주간,150006.11,16667.35,20230104
15456,2021,10,3017058700,월평2동,f,여성,5,금요일,3,퇴근,40641.77,20320.89,20230104
15457,2021,10,3017058700,월평2동,m,남성,5,금요일,3,퇴근,41054.14,20527.07,20230104
15458,2021,10,3017058700,월평2동,f,여성,5,금요일,4,저녁,70784.9,17696.23,20230104
15459,2021,10,3017058700,월평2동,m,남성,5,금요일,4,저녁,75777.99,18944.5,20230104
15460,2021,10,3017058700,월평2동,f,여성,5,금요일,5,야간,25502.44,3643.21,20230104
15461,2021,10,3017058700,월평2동,m,남성,5,금요일,5,야간,29239.29,4177.04,20230104
15462,2021,10,3017058700,월평2동,f,여성,6,토요일,1,출근,15896.02,7948.01,20230104
15463,2021,10,3017058700,월평2동,m,남성,6,토요일,1,출근,17687.38,8843.69,20230104
15464,2021,10,3017058700,월평2동,f,여성,6,토요일,2,주간,138243.14,15360.35,20230104
15465,2021,10,3017058700,월평2동,m,남성,6,토요일,2,주간,142718.18,15857.58,20230104
15466,2021,10,3017058700,월평2동,f,여성,6,토요일,3,퇴근,34910.3,17455.15,20230104
15467,2021,10,3017058700,월평2동,m,남성,6,토요일,3,퇴근,38034.57,19017.29,20230104
15468,2021,10,3017058700,월평2동,f,여성,6,토요일,4,저녁,65155.49,16288.88,20230104
15469,2021,10,3017058700,월평2동,m,남성,6,토요일,4,저녁,71427.51,17856.88,20230104
15470,2021,10,3017058700,월평2동,f,여성,6,토요일,5,야간,27020.64,3860.09,20230104
15471,2021,10,3017058700,월평2동,m,남성,6,토요일,5,야간,34351.02,4907.29,20230104
15472,2021,10,3017058800,월평3동,f,여성,0,일요일,1,출근,11022.5,5511.25,20230104
15473,2021,10,3017058800,월평3동,m,남성,0,일요일,1,출근,12811.6,6405.8,20230104
15474,2021,10,3017058800,월평3동,f,여성,0,일요일,2,주간,80115.87,8901.76,20230104
15475,2021,10,3017058800,월평3동,m,남성,0,일요일,2,주간,83921.52,9324.61,20230104
15476,2021,10,3017058800,월평3동,f,여성,0,일요일,3,퇴근,24959.89,12479.95,20230104
15477,2021,10,3017058800,월평3동,m,남성,0,일요일,3,퇴근,24539.94,12269.97,20230104
15478,2021,10,3017058800,월평3동,f,여성,0,일요일,4,저녁,54556.65,13639.16,20230104
15479,2021,10,3017058800,월평3동,m,남성,0,일요일,4,저녁,52337.98,13084.5,20230104
15480,2021,10,3017058800,월평3동,f,여성,0,일요일,5,야간,23053.25,3293.32,20230104
15481,2021,10,3017058800,월평3동,m,남성,0,일요일,5,야간,26689.12,3812.73,20230104
15482,2021,10,3017058800,월평3동,f,여성,1,월요일,1,출근,10012.21,5006.11,20230104
15483,2021,10,3017058800,월평3동,m,남성,1,월요일,1,출근,10242.78,5121.39,20230104
15484,2021,10,3017058800,월평3동,f,여성,1,월요일,2,주간,69260.27,7695.59,20230104
15485,2021,10,3017058800,월평3동,m,남성,1,월요일,2,주간,62826.14,6980.68,20230104
15486,2021,10,3017058800,월평3동,f,여성,1,월요일,3,퇴근,21634.96,10817.48,20230104
15487,2021,10,3017058800,월평3동,m,남성,1,월요일,3,퇴근,19307.98,9653.99,20230104
15488,2021,10,3017058800,월평3동,f,여성,1,월요일,4,저녁,45213.74,11303.44,20230104
15489,2021,10,3017058800,월평3동,m,남성,1,월요일,4,저녁,41626.18,10406.55,20230104
15490,2021,10,3017058800,월평3동,f,여성,1,월요일,5,야간,16831.1,2404.44,20230104
15491,2021,10,3017058800,월평3동,m,남성,1,월요일,5,야간,19006.55,2715.22,20230104
15492,2021,10,3017058800,월평3동,f,여성,2,화요일,1,출근,10696.61,5348.31,20230104
15493,2021,10,3017058800,월평3동,m,남성,2,화요일,1,출근,10753.4,5376.7,20230104
15494,2021,10,3017058800,월평3동,f,여성,2,화요일,2,주간,70728.77,7858.75,20230104
15495,2021,10,3017058800,월평3동,m,남성,2,화요일,2,주간,62697.23,6966.36,20230104
15496,2021,10,3017058800,월평3동,f,여성,2,화요일,3,퇴근,22082.35,11041.18,20230104
15497,2021,10,3017058800,월평3동,m,남성,2,화요일,3,퇴근,18081.38,9040.69,20230104
15498,2021,10,3017058800,월평3동,f,여성,2,화요일,4,저녁,46060.62,11515.16,20230104
15499,2021,10,3017058800,월평3동,m,남성,2,화요일,4,저녁,41226.41,10306.6,20230104
15500,2021,10,3017058800,월평3동,f,여성,2,화요일,5,야간,16222.07,2317.44,20230104
15501,2021,10,3017058800,월평3동,m,남성,2,화요일,5,야간,17736.84,2533.84,20230104
15502,2021,10,3017058800,월평3동,f,여성,3,수요일,1,출근,10500.41,5250.21,20230104
15503,2021,10,3017058800,월평3동,m,남성,3,수요일,1,출근,10585.58,5292.79,20230104
15504,2021,10,3017058800,월평3동,f,여성,3,수요일,2,주간,70773.8,7863.76,20230104
15505,2021,10,3017058800,월평3동,m,남성,3,수요일,2,주간,63175.31,7019.48,20230104
15506,2021,10,3017058800,월평3동,f,여성,3,수요일,3,퇴근,22177.05,11088.53,20230104
15507,2021,10,3017058800,월평3동,m,남성,3,수요일,3,퇴근,18572.88,9286.44,20230104
15508,2021,10,3017058800,월평3동,f,여성,3,수요일,4,저녁,46249.24,11562.31,20230104
15509,2021,10,3017058800,월평3동,m,남성,3,수요일,4,저녁,41375.21,10343.8,20230104
15510,2021,10,3017058800,월평3동,f,여성,3,수요일,5,야간,15549.83,2221.4,20230104
15511,2021,10,3017058800,월평3동,m,남성,3,수요일,5,야간,16973.98,2424.85,20230104
15512,2021,10,3017058800,월평3동,f,여성,4,목요일,1,출근,10672.42,5336.21,20230104
15513,2021,10,3017058800,월평3동,m,남성,4,목요일,1,출근,10792.57,5396.29,20230104
15514,2021,10,3017058800,월평3동,f,여성,4,목요일,2,주간,70696.57,7855.18,20230104
15515,2021,10,3017058800,월평3동,m,남성,4,목요일,2,주간,62232.28,6914.7,20230104
15516,2021,10,3017058800,월평3동,f,여성,4,목요일,3,퇴근,21794.42,10897.21,20230104
15517,2021,10,3017058800,월평3동,m,남성,4,목요일,3,퇴근,18269.45,9134.73,20230104
15518,2021,10,3017058800,월평3동,f,여성,4,목요일,4,저녁,45905.42,11476.36,20230104
15519,2021,10,3017058800,월평3동,m,남성,4,목요일,4,저녁,41225.8,10306.45,20230104
15520,2021,10,3017058800,월평3동,f,여성,4,목요일,5,야간,15936.49,2276.64,20230104
