순번,기준년,기준월,행정동코드,행정동명,성별코드,성별,연령대코드,연령대,유동인구수,시간당 평균 유동인구수,데이터생성일자
718,2021,12월,3017059000,가수원동,f,여성,60,60대,432994.02,94529.89,2022-11-15
719,2021,08월,3017055000,용문동,f,여성,30,30대,243977.67,53867.32,2022-11-15
720,2021,10월,3017057000,가장동,f,여성,40,40대,216207,47957.12,2022-11-15
721,2021,09월,3017052000,도마1동,m,남성,60,60대,300801.32,65259.68,2022-11-15
722,2021,06월,3017052000,도마1동,m,남성,50,50대,306316.56,67303.39,2022-11-15
723,2021,09월,3017058800,월평3동,f,여성,20,20대,189807.15,42850.49,2022-11-15
724,2021,02월,3017065000,만년동,m,남성,50,50대,294475.65,64990.78,2022-11-15
725,2021,02월,3017056000,괴정동,m,남성,60,60대,280191.83,61037.93,2022-11-15
726,2021,12월,3017060000,기성동,f,여성,30,30대,15281.07,2695.39,2022-11-15
727,2021,10월,3017058700,월평2동,m,남성,70,70세이상,130269.49,28625.73,2022-11-15
728,2021,04월,3017053500,정림동,f,여성,0,9세이하,14991.51,3187.12,2022-11-15
729,2021,09월,3017052000,도마1동,f,여성,10,10대,112284.73,24520.97,2022-11-15
730,2021,03월,3017052000,도마1동,m,남성,70,70세이상,153793.74,33062.48,2022-11-15
731,2021,06월,3017059600,관저1동,f,여성,40,40대,653252.81,145804.17,2022-11-15
732,2021,04월,3017058200,갈마2동,m,남성,10,10대,106759.78,23456.18,2022-11-15
733,2021,06월,3017056000,괴정동,f,여성,40,40대,466530.56,102436.12,2022-11-15
734,2021,10월,3017057000,가장동,m,남성,50,50대,206790.05,46877.71,2022-11-15
735,2021,04월,3017054000,변동,f,여성,10,10대,116891,25868.25,2022-11-15
736,2021,10월,3017065000,만년동,f,여성,30,30대,296793.02,64143.42,2022-11-15
737,2021,02월,3017058700,월평2동,f,여성,30,30대,229795.46,50134.41,2022-11-15
738,2021,02월,3017057000,가장동,f,여성,20,20대,171770.93,37931.16,2022-11-15
739,2021,09월,3017053500,정림동,f,여성,70,70세이상,112925.72,24597.2,2022-11-15
740,2021,06월,3017057000,가장동,m,남성,40,40대,188611.47,42257.72,2022-11-15
741,2021,12월,3017063000,둔산1동,m,남성,0,9세이하,21253.04,4363.24,2022-11-15
742,2021,02월,3017060000,기성동,f,여성,70,70세이상,6882.99,1190.99,2022-11-15
743,2021,01월,3017058800,월평3동,f,여성,50,50대,274623.28,62285.31,2022-11-15
744,2021,12월,3017058800,월평3동,m,남성,10,10대,141571,29881.55,2022-11-15
745,2021,07월,3017058800,월평3동,m,남성,40,40대,166703.23,39047.76,2022-11-15
746,2021,11월,3017064000,둔산2동,f,여성,20,20대,2155879.2,451707.78,2022-11-15
747,2021,04월,3017059700,관저2동,f,여성,0,9세이하,111869.21,24630.8,2022-11-15
748,2021,10월,3017053000,도마2동,m,남성,0,9세이하,17038.68,3494.27,2022-11-15
749,2021,01월,3017066000,둔산3동,m,남성,50,50대,263189.04,61986.32,2022-11-15
750,2021,06월,3017058700,월평2동,m,남성,0,9세이하,14244.77,2971.47,2022-11-15
751,2021,03월,3017063000,둔산1동,m,남성,20,20대,475848.15,101752.23,2022-11-15
752,2021,11월,3017055000,용문동,m,남성,50,50대,216380.04,47403.15,2022-11-15
753,2021,03월,3017056000,괴정동,m,남성,50,50대,430415.8,95436.7,2022-11-15
754,2021,10월,3017059700,관저2동,f,여성,50,50대,1025557.57,231302.09,2022-11-15
755,2021,04월,3017057500,내동,m,남성,40,40대,248855.36,57000.95,2022-11-15
756,2021,04월,3017058700,월평2동,m,남성,50,50대,326114.68,74289.16,2022-11-15
757,2021,02월,3017058800,월평3동,f,여성,70,70세이상,56771.41,12478.53,2022-11-15
758,2021,01월,3017065000,만년동,m,남성,0,9세이하,8541.92,1729.23,2022-11-15
759,2021,04월,3017058600,월평1동,m,남성,40,40대,303410.15,64580.9,2022-11-15
760,2021,06월,3017057000,가장동,m,남성,30,30대,159571.48,35811.77,2022-11-15
761,2021,06월,3017057000,가장동,f,여성,20,20대,171228.55,37822.69,2022-11-15
762,2021,02월,3017053000,도마2동,m,남성,70,70세이상,149535.94,32648.35,2022-11-15
763,2021,02월,3017066000,둔산3동,m,남성,10,10대,133441.28,29627.2,2022-11-15
764,2021,12월,3017059600,관저1동,f,여성,10,10대,253430.47,56231.93,2022-11-15
765,2021,09월,3017058800,월평3동,f,여성,50,50대,291086.64,66761.47,2022-11-15
766,2021,09월,3017055500,탄방동,f,여성,70,70세이상,305496.5,65297.5,2022-11-15
767,2021,03월,3017059000,가수원동,f,여성,10,10대,310832.93,66872.52,2022-11-15
768,2021,09월,3017058700,월평2동,f,여성,40,40대,293885.35,64553.91,2022-11-15
769,2021,01월,3017058100,갈마1동,f,여성,60,60대,282377.16,62297.81,2022-11-15
770,2021,09월,3017058800,월평3동,m,남성,60,60대,199193.92,45106.97,2022-11-15
771,2021,02월,3017059000,가수원동,m,남성,70,70세이상,155087.34,33758.08,2022-11-15
772,2021,12월,3017056000,괴정동,m,남성,40,40대,527890.79,115842.21,2022-11-15
773,2021,02월,3017057000,가장동,f,여성,30,30대,146060.58,32394.09,2022-11-15
774,2021,11월,3017063000,둔산1동,m,남성,30,30대,442197.09,91308.96,2022-11-15
775,2021,03월,3017059700,관저2동,m,남성,40,40대,925459.44,214047.03,2022-11-15
776,2021,05월,3017063000,둔산1동,f,여성,10,10대,277373.64,65736.43,2022-11-15
777,2021,05월,3017058700,월평2동,m,남성,0,9세이하,14113.26,2971.29,2022-11-15
778,2021,07월,3017058600,월평1동,f,여성,70,70세이상,75279.03,16293.24,2022-11-15
779,2021,08월,3017057500,내동,m,남성,40,40대,262224.72,60217.39,2022-11-15
780,2021,05월,3017063000,둔산1동,f,여성,50,50대,439022.01,90381.49,2022-11-15
781,2021,07월,3017058100,갈마1동,m,남성,30,30대,448724.41,102038.64,2022-11-15
782,2021,11월,3017060000,기성동,f,여성,0,9세이하,1288.4,223.03,2022-11-15
783,2021,05월,3017055500,탄방동,m,남성,60,60대,669090.29,143895.56,2022-11-15
784,2021,06월,3017056000,괴정동,f,여성,60,60대,347185.06,75247.43,2022-11-15
785,2021,12월,3017060000,기성동,f,여성,70,70세이상,9272.39,1684.01,2022-11-15
786,2021,08월,3017059700,관저2동,f,여성,60,60대,556217.74,122882.21,2022-11-15
787,2021,03월,3017058800,월평3동,f,여성,40,40대,204280.78,46854.39,2022-11-15
788,2021,09월,3017058100,갈마1동,f,여성,10,10대,152640.19,32604.41,2022-11-15
789,2021,05월,3017056000,괴정동,f,여성,10,10대,174884.93,38414.84,2022-11-15
790,2021,06월,3017065000,만년동,m,남성,70,70세이상,67077.76,14432.21,2022-11-15
791,2021,05월,3017052000,도마1동,m,남성,50,50대,321792.86,70573.37,2022-11-15
792,2021,08월,3017052000,도마1동,f,여성,40,40대,240101.62,51876.7,2022-11-15
793,2021,05월,3017059000,가수원동,f,여성,40,40대,456093.5,100238.19,2022-11-15
794,2021,08월,3017053500,정림동,f,여성,0,9세이하,14042.38,2989.88,2022-11-15
795,2021,04월,3017055000,용문동,f,여성,70,70세이상,128048.95,27617.94,2022-11-15
796,2021,04월,3017053000,도마2동,f,여성,60,60대,299537.94,65710.16,2022-11-15
797,2021,06월,3017066000,둔산3동,f,여성,30,30대,179564.86,41450.45,2022-11-15
798,2021,01월,3017065000,만년동,m,남성,30,30대,319303.32,69423.41,2022-11-15
799,2021,02월,3017055500,탄방동,m,남성,10,10대,349596.94,76561.23,2022-11-15
800,2021,01월,3017057000,가장동,m,남성,30,30대,168495.57,37396.03,2022-11-15
801,2021,06월,3017059000,가수원동,m,남성,10,10대,233796.67,51567.02,2022-11-15
802,2021,06월,3017058100,갈마1동,f,여성,10,10대,155469.23,33277.34,2022-11-15
803,2021,08월,3017058600,월평1동,m,남성,0,9세이하,9468.53,2061.25,2022-11-15
804,2021,04월,3017057500,내동,f,여성,20,20대,227636.37,51464.34,2022-11-15
805,2021,05월,3017057000,가장동,m,남성,70,70세이상,121112.28,26680.59,2022-11-15
806,2021,01월,3017064000,둔산2동,f,여성,0,9세이하,38249.87,8272.63,2022-11-15
807,2021,10월,3017058100,갈마1동,f,여성,10,10대,166793.44,35558.53,2022-11-15
808,2021,05월,3017057500,내동,f,여성,50,50대,336784.78,76527.35,2022-11-15
809,2021,10월,3017058200,갈마2동,f,여성,0,9세이하,18040.79,3927.52,2022-11-15
810,2021,10월,3017052000,도마1동,f,여성,30,30대,202523.68,44193.77,2022-11-15
811,2021,03월,3017060000,기성동,m,남성,10,10대,2592.19,526.44,2022-11-15
812,2021,02월,3017057500,내동,m,남성,70,70세이상,123895.27,27701.22,2022-11-15
813,2021,09월,3017059700,관저2동,m,남성,50,50대,874820.53,199939.51,2022-11-15
814,2021,11월,3017058100,갈마1동,m,남성,20,20대,507029.87,114442.08,2022-11-15
815,2021,02월,3017058100,갈마1동,m,남성,70,70세이상,100338.07,22265.07,2022-11-15
816,2021,03월,3017054000,변동,f,여성,50,50대,359586.47,79971.2,2022-11-15
817,2021,11월,3017054000,변동,f,여성,0,9세이하,18775.99,3890.59,2022-11-15
818,2021,01월,3017064000,둔산2동,f,여성,10,10대,432837.63,96541.46,2022-11-15
819,2021,06월,3017066000,둔산3동,m,남성,50,50대,255446.81,60571.31,2022-11-15
820,2021,08월,3017057000,가장동,f,여성,0,9세이하,16954.56,3616.34,2022-11-15
821,2021,06월,3017053000,도마2동,f,여성,50,50대,355387,77890.1,2022-11-15
822,2021,06월,3017059000,가수원동,f,여성,30,30대,439036.55,96079.06,2022-11-15
823,2021,10월,3017059000,가수원동,m,남성,60,60대,420366.66,92367.34,2022-11-15
824,2021,02월,3017054000,변동,f,여성,0,9세이하,16241.43,3424.49,2022-11-15
825,2021,02월,3017053000,도마2동,m,남성,60,60대,256243.29,56718.09,2022-11-15
826,2021,03월,3017059600,관저1동,m,남성,60,60대,349501.8,76636.6,2022-11-15
827,2021,01월,3017055500,탄방동,m,남성,10,10대,399863.9,87360.19,2022-11-15
828,2021,12월,3017059000,가수원동,f,여성,20,20대,686968.12,145549.18,2022-11-15
829,2021,09월,3017059000,가수원동,f,여성,40,40대,485652.29,106415.17,2022-11-15
830,2021,06월,3017055500,탄방동,m,남성,60,60대,668127.71,144078.25,2022-11-15
831,2021,11월,3017057500,내동,m,남성,40,40대,239594.78,54791.94,2022-11-15
832,2021,08월,3017053500,정림동,f,여성,10,10대,70545.44,15607.39,2022-11-15
833,2021,07월,3017065000,만년동,m,남성,10,10대,117140.66,25435.87,2022-11-15
834,2021,05월,3017060000,기성동,m,남성,10,10대,4755.63,875.61,2022-11-15
835,2021,02월,3017056000,괴정동,m,남성,40,40대,445970.42,98522.05,2022-11-15
836,2021,11월,3017059700,관저2동,m,남성,70,70세이상,231409.96,50629.39,2022-11-15
837,2021,03월,3017058600,월평1동,f,여성,40,40대,215636.68,46222.45,2022-11-15
838,2021,09월,3017060000,기성동,m,남성,20,20대,22457.79,4240.98,2022-11-15
839,2021,09월,3017059600,관저1동,m,남성,30,30대,512285.7,115912.31,2022-11-15
840,2021,01월,3017056000,괴정동,f,여성,20,20대,735735.53,165870.34,2022-11-15
841,2021,02월,3017052000,도마1동,m,남성,40,40대,248651.25,54036.95,2022-11-15
842,2021,12월,3017057500,내동,f,여성,70,70세이상,154176.49,34010.32,2022-11-15
843,2021,11월,3017055500,탄방동,m,남성,40,40대,943383.74,203547.72,2022-11-15
844,2021,02월,3017051000,복수동,m,남성,20,20대,268866.1,58630.95,2022-11-15
845,2021,08월,3017059600,관저1동,m,남성,40,40대,524678.24,118595.81,2022-11-15
846,2021,07월,3017058100,갈마1동,m,남성,50,50대,365635.31,82355.91,2022-11-15
847,2021,09월,3017053500,정림동,m,남성,40,40대,167522.39,37668.16,2022-11-15
848,2021,05월,3017066000,둔산3동,f,여성,0,9세이하,18003.46,3992.46,2022-11-15
849,2021,12월,3017055000,용문동,f,여성,20,20대,366064.53,81395.41,2022-11-15
850,2021,01월,3017055500,탄방동,m,남성,40,40대,951437.26,202898.79,2022-11-15
851,2021,08월,3017065000,만년동,f,여성,60,60대,178178.74,38511.11,2022-11-15
852,2021,03월,3017060000,기성동,m,남성,30,30대,22940.37,4001.35,2022-11-15
853,2021,01월,3017053000,도마2동,m,남성,20,20대,374525.57,81526.16,2022-11-15
854,2021,04월,3017055000,용문동,f,여성,40,40대,213351.58,45227.72,2022-11-15
855,2021,07월,3017058700,월평2동,m,남성,70,70세이상,125680.32,27616.51,2022-11-15
856,2021,05월,3017058100,갈마1동,m,남성,50,50대,370188.52,83892.76,2022-11-15
857,2021,10월,3017059700,관저2동,m,남성,0,9세이하,103626.99,22826.8,2022-11-15
858,2021,01월,3017051000,복수동,m,남성,60,60대,233918.58,51837.73,2022-11-15
859,2021,11월,3017063000,둔산1동,m,남성,0,9세이하,24732.93,5062.62,2022-11-15
860,2021,11월,3017057500,내동,f,여성,50,50대,346008.41,78540.85,2022-11-15
861,2021,12월,3017058800,월평3동,f,여성,40,40대,208310.53,48012.83,2022-11-15
862,2021,12월,3017063000,둔산1동,f,여성,30,30대,432943.88,86130.88,2022-11-15
863,2021,01월,3017059000,가수원동,f,여성,60,60대,336403.78,73250.67,2022-11-15
864,2021,01월,3017055000,용문동,m,남성,20,20대,329236.69,72577.76,2022-11-15
865,2021,01월,3017052000,도마1동,m,남성,20,20대,398255.51,87939.51,2022-11-15
866,2021,08월,3017051000,복수동,m,남성,30,30대,238032.19,53639.52,2022-11-15
867,2021,11월,3017057000,가장동,m,남성,20,20대,157431.47,34591.94,2022-11-15
868,2021,12월,3017055000,용문동,f,여성,40,40대,225715.09,48736.18,2022-11-15
869,2021,06월,3017063000,둔산1동,m,남성,50,50대,547543.9,115239.3,2022-11-15
870,2021,10월,3017059700,관저2동,f,여성,30,30대,1013824.21,226889.18,2022-11-15
871,2021,09월,3017053000,도마2동,f,여성,40,40대,279148.6,60198.61,2022-11-15
872,2021,02월,3017054000,변동,m,남성,30,30대,203858.42,46092.5,2022-11-15
873,2021,04월,3017059000,가수원동,m,남성,60,60대,365246.79,80112.19,2022-11-15
874,2021,06월,3017054000,변동,f,여성,60,60대,262616.23,58623.75,2022-11-15
875,2021,02월,3017058100,갈마1동,f,여성,20,20대,451372.95,102007.55,2022-11-15
876,2021,02월,3017057500,내동,f,여성,20,20대,219721.41,49397.77,2022-11-15
877,2021,06월,3017058100,갈마1동,m,남성,0,9세이하,20683.84,4488.33,2022-11-15
878,2021,10월,3017059700,관저2동,f,여성,20,20대,977921.05,217131.47,2022-11-15
879,2021,04월,3017059600,관저1동,f,여성,30,30대,586560.56,129806.8,2022-11-15
880,2021,08월,3017058800,월평3동,f,여성,20,20대,199619.57,45423.71,2022-11-15
881,2021,11월,3017058200,갈마2동,f,여성,40,40대,299131.97,66562.64,2022-11-15
882,2021,03월,3017053000,도마2동,f,여성,20,20대,371293.61,78539.53,2022-11-15
883,2021,02월,3017058700,월평2동,m,남성,70,70세이상,101857.5,22184.42,2022-11-15
884,2021,06월,3017057500,내동,m,남성,60,60대,219374.88,49423.69,2022-11-15
885,2021,01월,3017064000,둔산2동,m,남성,0,9세이하,29484.96,6482.95,2022-11-15
886,2021,01월,3017058700,월평2동,m,남성,60,60대,263947.42,58232.94,2022-11-15
887,2021,09월,3017053000,도마2동,f,여성,60,60대,323314.7,70881.5,2022-11-15
888,2021,08월,3017059600,관저1동,f,여성,30,30대,583650.28,129101.74,2022-11-15
889,2021,01월,3017053000,도마2동,f,여성,30,30대,190899.95,41653.71,2022-11-15
890,2021,11월,3017053500,정림동,m,남성,60,60대,226868.49,51120.55,2022-11-15
891,2021,05월,3017064000,둔산2동,f,여성,10,10대,457867.63,101346.6,2022-11-15
892,2021,11월,3017066000,둔산3동,f,여성,60,60대,254085.62,56340.67,2022-11-15
893,2021,01월,3017051000,복수동,f,여성,30,30대,254018.86,56423.17,2022-11-15
894,2021,01월,3017063000,둔산1동,f,여성,0,9세이하,18106.77,3649.48,2022-11-15
895,2021,09월,3017053000,도마2동,m,남성,30,30대,235844.54,51470.33,2022-11-15
896,2021,03월,3017051000,복수동,f,여성,10,10대,390188.51,81406,2022-11-15
897,2021,01월,3017058700,월평2동,m,남성,40,40대,284574.44,63089.55,2022-11-15
898,2021,08월,3017059700,관저2동,f,여성,40,40대,1162274.74,260786.6,2022-11-15
899,2021,08월,3017054000,변동,f,여성,50,50대,362806.75,80624.37,2022-11-15
900,2021,11월,3017058800,월평3동,m,남성,40,40대,154235.94,36062.16,2022-11-15
901,2021,08월,3017058700,월평2동,f,여성,60,60대,279494.45,60635.1,2022-11-15
902,2021,11월,3017055000,용문동,f,여성,70,70세이상,149145.67,32221.54,2022-11-15
903,2021,03월,3017057500,내동,f,여성,20,20대,235446.65,52933.7,2022-11-15
904,2021,02월,3017058200,갈마2동,f,여성,10,10대,98622.04,21581.79,2022-11-15
905,2021,07월,3017055500,탄방동,f,여성,20,20대,1512780.94,324059,2022-11-15
906,2021,12월,3017058600,월평1동,f,여성,20,20대,400117.84,89314.45,2022-11-15
907,2021,07월,3017058100,갈마1동,m,남성,40,40대,316140,69894.65,2022-11-15
908,2021,08월,3017058200,갈마2동,m,남성,30,30대,527906,117955.41,2022-11-15
909,2021,03월,3017054000,변동,f,여성,0,9세이하,24602.39,5054.54,2022-11-15
910,2021,04월,3017053000,도마2동,f,여성,70,70세이상,165527.36,36234.15,2022-11-15
911,2021,12월,3017059700,관저2동,f,여성,40,40대,1219966.12,272691.56,2022-11-15
912,2021,08월,3017060000,기성동,f,여성,10,10대,4888.49,922.31,2022-11-15
913,2021,08월,3017058100,갈마1동,f,여성,20,20대,498680.55,112403.79,2022-11-15
914,2021,05월,3017057000,가장동,m,남성,0,9세이하,12226.97,2584.46,2022-11-15
915,2021,04월,3017057500,내동,f,여성,70,70세이상,133283.17,29700.3,2022-11-15
916,2021,06월,3017063000,둔산1동,f,여성,70,70세이상,90548.25,18586.75,2022-11-15
917,2021,04월,3017054000,변동,m,남성,30,30대,220517.73,50051.35,2022-11-15
918,2021,11월,3017056000,괴정동,m,남성,70,70세이상,155215.88,34099.02,2022-11-15
919,2021,09월,3017060000,기성동,m,남성,50,50대,40290.9,7152.62,2022-11-15
920,2021,01월,3017065000,만년동,f,여성,50,50대,307887.37,66892.6,2022-11-15
921,2021,05월,3017057500,내동,f,여성,10,10대,168911.91,37367.6,2022-11-15
922,2021,07월,3017057000,가장동,m,남성,50,50대,212177.35,47833.67,2022-11-15
923,2021,01월,3017052000,도마1동,f,여성,30,30대,190609.53,41521.41,2022-11-15
924,2021,10월,3017051000,복수동,m,남성,30,30대,243786.01,54780,2022-11-15
925,2021,07월,3017054000,변동,m,남성,60,60대,294318.17,65344.52,2022-11-15
926,2021,02월,3017058800,월평3동,f,여성,0,9세이하,13959.11,2970.47,2022-11-15
927,2021,10월,3017059700,관저2동,m,남성,40,40대,952473.64,219973.78,2022-11-15
928,2021,12월,3017054000,변동,m,남성,10,10대,114713.56,25314.32,2022-11-15
929,2021,11월,3017064000,둔산2동,m,남성,40,40대,1415769.92,291655.77,2022-11-15
930,2021,02월,3017058700,월평2동,f,여성,20,20대,292738.22,64275.07,2022-11-15
931,2021,02월,3017054000,변동,f,여성,20,20대,197279.84,43755.65,2022-11-15
932,2021,02월,3017058600,월평1동,f,여성,30,30대,193971.68,42388.88,2022-11-15
933,2021,02월,3017053000,도마2동,f,여성,40,40대,214893.57,46525.43,2022-11-15
934,2021,11월,3017058200,갈마2동,f,여성,10,10대,117842.13,25709.64,2022-11-15
935,2021,03월,3017060000,기성동,f,여성,50,50대,30086.12,5165.36,2022-11-15
936,2021,01월,3017065000,만년동,m,남성,50,50대,328082.32,72049.34,2022-11-15
937,2021,10월,3017055500,탄방동,m,남성,50,50대,972139.03,214612.96,2022-11-15
938,2021,09월,3017065000,만년동,f,여성,0,9세이하,17548.87,3703.21,2022-11-15
939,2021,09월,3017063000,둔산1동,m,남성,0,9세이하,22095.25,4590.55,2022-11-15
940,2021,07월,3017059000,가수원동,f,여성,60,60대,374944.1,82875.8,2022-11-15
941,2021,11월,3017055000,용문동,f,여성,20,20대,345713.12,76720.61,2022-11-15
942,2021,04월,3017055000,용문동,m,남성,30,30대,302478.53,66849.18,2022-11-15
943,2021,04월,3017053500,정림동,f,여성,30,30대,166029.42,37497.95,2022-11-15
944,2021,04월,3017053000,도마2동,m,남성,10,10대,177085.17,38134.65,2022-11-15
945,2021,03월,3017058700,월평2동,m,남성,0,9세이하,14035.08,2934.79,2022-11-15
946,2021,12월,3017058100,갈마1동,f,여성,0,9세이하,27232.53,5791.54,2022-11-15
947,2021,06월,3017051000,복수동,m,남성,10,10대,338991.08,70926.2,2022-11-15
948,2021,10월,3017051000,복수동,f,여성,0,9세이하,39793.09,8381.53,2022-11-15
949,2021,11월,3017057500,내동,f,여성,60,60대,274814.65,61992.47,2022-11-15
950,2021,09월,3017059000,가수원동,f,여성,0,9세이하,37725.86,8258.67,2022-11-15
951,2021,10월,3017058100,갈마1동,m,남성,20,20대,540778.38,121190.21,2022-11-15
952,2021,08월,3017051000,복수동,f,여성,10,10대,210270.46,46347.95,2022-11-15
953,2021,12월,3017059700,관저2동,m,남성,20,20대,912285.84,202693.85,2022-11-15
954,2021,01월,3017059600,관저1동,f,여성,0,9세이하,47513.02,10227.44,2022-11-15
955,2021,07월,3017053500,정림동,f,여성,30,30대,173596.98,39242.99,2022-11-15
956,2021,06월,3017057500,내동,m,남성,20,20대,217495.47,48519.2,2022-11-15
957,2021,09월,3017054000,변동,f,여성,0,9세이하,18865.56,3950.77,2022-11-15
958,2021,02월,3017053500,정림동,f,여성,60,60대,176203.54,38494.75,2022-11-15
959,2021,02월,3017053000,도마2동,f,여성,20,20대,277329.34,59301.97,2022-11-15
960,2021,11월,3017060000,기성동,m,남성,50,50대,63035.9,11010.63,2022-11-15
961,2021,03월,3017060000,기성동,f,여성,40,40대,17767.14,3010.57,2022-11-15
962,2021,12월,3017054000,변동,m,남성,30,30대,228372.54,51209.16,2022-11-15
963,2021,11월,3017058600,월평1동,f,여성,70,70세이상,79326.44,17151.14,2022-11-15
964,2021,02월,3017058200,갈마2동,f,여성,50,50대,291322.08,64485.06,2022-11-15
965,2021,01월,3017059700,관저2동,f,여성,30,30대,934832.98,206580.46,2022-11-15
966,2021,12월,3017065000,만년동,f,여성,20,20대,345436.36,74097.22,2022-11-15
967,2021,02월,3017066000,둔산3동,m,남성,30,30대,163579.26,37418.59,2022-11-15
968,2021,04월,3017055000,용문동,m,남성,60,60대,182633.1,39795.84,2022-11-15
969,2021,07월,3017057000,가장동,f,여성,0,9세이하,19284.25,4061.34,2022-11-15
970,2021,07월,3017066000,둔산3동,f,여성,60,60대,259773.41,57279.96,2022-11-15
971,2021,09월,3017064000,둔산2동,f,여성,10,10대,433723.68,96541.35,2022-11-15
972,2021,05월,3017052000,도마1동,f,여성,40,40대,247935.42,53423.72,2022-11-15
973,2021,11월,3017056000,괴정동,m,남성,40,40대,501212.64,110800.28,2022-11-15
974,2021,09월,3017053500,정림동,m,남성,20,20대,183330.67,40243.29,2022-11-15
975,2021,09월,3017060000,기성동,f,여성,30,30대,24759.83,4037.4,2022-11-15
976,2021,08월,3017059600,관저1동,m,남성,60,60대,374276.9,82759.53,2022-11-15
977,2021,01월,3017055500,탄방동,f,여성,70,70세이상,263497.02,55890.81,2022-11-15
978,2021,09월,3017057500,내동,f,여성,20,20대,246021.95,54981.23,2022-11-15
979,2021,09월,3017055000,용문동,f,여성,50,50대,268221.56,58065.24,2022-11-15
980,2021,11월,3017065000,만년동,m,남성,60,60대,231472.31,50842.12,2022-11-15
981,2021,09월,3017054000,변동,m,남성,30,30대,239722.59,53789.97,2022-11-15
982,2021,11월,3017056000,괴정동,m,남성,20,20대,645745.38,145371.67,2022-11-15
983,2021,01월,3017059600,관저1동,m,남성,60,60대,339954.5,73587,2022-11-15
984,2021,06월,3017058200,갈마2동,f,여성,70,70세이상,101982.48,22295.9,2022-11-15
985,2021,01월,3017054000,변동,m,남성,0,9세이하,22855.2,4940.5,2022-11-15
986,2021,05월,3017059700,관저2동,m,남성,30,30대,926204.31,212884.6,2022-11-15
987,2021,02월,3017066000,둔산3동,f,여성,40,40대,289492.82,66306.98,2022-11-15
988,2021,11월,3017064000,둔산2동,f,여성,60,60대,771511.39,155606.07,2022-11-15
989,2021,06월,3017054000,변동,m,남성,30,30대,229205.18,51802.36,2022-11-15
990,2021,10월,3017052000,도마1동,f,여성,40,40대,256054.7,55104.62,2022-11-15
991,2021,04월,3017059700,관저2동,m,남성,60,60대,516922.25,115932.17,2022-11-15
992,2021,11월,3017055500,탄방동,f,여성,30,30대,1113343.41,233558.55,2022-11-15
993,2021,09월,3017057500,내동,f,여성,40,40대,318878.05,72016.3,2022-11-15
994,2021,04월,3017063000,둔산1동,f,여성,70,70세이상,85854.36,17591.52,2022-11-15
995,2021,09월,3017057500,내동,m,남성,50,50대,303624.44,69548.31,2022-11-15
996,2021,07월,3017066000,둔산3동,m,남성,70,70세이상,117189.84,26456.46,2022-11-15
997,2021,10월,3017053500,정림동,m,남성,0,9세이하,16284.96,3580.19,2022-11-15
998,2021,02월,3017058800,월평3동,f,여성,60,60대,147756.6,33181.16,2022-11-15
999,2021,06월,3017057000,가장동,f,여성,60,60대,191917.02,42631.26,2022-11-15
1000,2021,01월,3017059600,관저1동,m,남성,20,20대,494707.76,108778.44,2022-11-15
1001,2021,09월,3017057000,가장동,m,남성,30,30대,167661.9,36910.78,2022-11-15
1002,2021,11월,3017065000,만년동,f,여성,50,50대,368956.42,80824.6,2022-11-15
1003,2021,01월,3017058200,갈마2동,m,남성,70,70세이상,84170.37,18400.89,2022-11-15
1004,2021,04월,3017059600,관저1동,m,남성,20,20대,531105.8,117226.67,2022-11-15
1005,2021,07월,3017059700,관저2동,f,여성,30,30대,1011316.96,226554.39,2022-11-15
1006,2021,01월,3017055500,탄방동,f,여성,20,20대,1459035.64,310472.31,2022-11-15
1007,2021,01월,3017055000,용문동,f,여성,10,10대,61926.7,13689.46,2022-11-15
1008,2021,04월,3017059700,관저2동,m,남성,20,20대,859380.13,192982.84,2022-11-15
1009,2021,05월,3017054000,변동,f,여성,10,10대,117728.47,26077.35,2022-11-15
1010,2021,11월,3017055000,용문동,m,남성,10,10대,57004.9,12752.13,2022-11-15
1011,2021,05월,3017058700,월평2동,f,여성,20,20대,328842.36,72482.06,2022-11-15
1012,2021,09월,3017058100,갈마1동,m,남성,10,10대,149076.39,33260.22,2022-11-15
1013,2021,11월,3017056000,괴정동,f,여성,50,50대,501914.06,110001.95,2022-11-15
1014,2021,06월,3017058200,갈마2동,m,남성,60,60대,230481.75,51378.85,2022-11-15
1015,2021,04월,3017058700,월평2동,m,남성,60,60대,264132.22,59050.5,2022-11-15
1016,2021,12월,3017059600,관저1동,m,남성,0,9세이하,53687.53,11804.58,2022-11-15
1017,2021,09월,3017058200,갈마2동,f,여성,50,50대,376629.18,83909.29,2022-11-15
1018,2021,06월,3017053500,정림동,f,여성,10,10대,72776.34,16486.6,2022-11-15
1019,2021,04월,3017054000,변동,m,남성,40,40대,270373.37,60625.18,2022-11-15
1020,2021,11월,3017059700,관저2동,m,남성,10,10대,567460.69,127476.57,2022-11-15
1021,2021,08월,3017064000,둔산2동,f,여성,60,60대,681333.14,139606.91,2022-11-15
1022,2021,03월,3017055500,탄방동,m,남성,0,9세이하,43725.61,9400.31,2022-11-15
1023,2021,07월,3017058800,월평3동,f,여성,20,20대,204721.86,46466.22,2022-11-15
1024,2021,08월,3017056000,괴정동,f,여성,70,70세이상,161453.5,35136.71,2022-11-15
1025,2021,03월,3017055000,용문동,f,여성,60,60대,226429.09,48747.84,2022-11-15
