순번,기준년,기준월,행정동코드,행정동명,성별코드,성별,연령대코드,연령대,유동인구수,시간당 평균 유동인구수,데이터생성일자
308,2021,08월,3017065000,만년동,m,남성,50,50대,335109.38,73894.55,2022-11-15
309,2021,02월,3017058200,갈마2동,f,여성,40,40대,250818.5,55191.03,2022-11-15
310,2021,07월,3017066000,둔산3동,f,여성,10,10대,141830.68,31591.37,2022-11-15
311,2021,05월,3017059600,관저1동,m,남성,50,50대,510167.6,115162.15,2022-11-15
312,2021,04월,3017055000,용문동,m,남성,70,70세이상,101251.13,21926,2022-11-15
313,2021,06월,3017058800,월평3동,f,여성,60,60대,181696.33,40547.93,2022-11-15
314,2021,05월,3017059700,관저2동,m,남성,70,70세이상,229864.16,50415.66,2022-11-15
315,2021,06월,3017063000,둔산1동,m,남성,70,70세이상,110709.89,22877.4,2022-11-15
316,2021,11월,3017058100,갈마1동,m,남성,0,9세이하,20402.64,4356.4,2022-11-15
317,2021,10월,3017053500,정림동,f,여성,70,70세이상,121957.45,26553.65,2022-11-15
318,2021,07월,3017053500,정림동,f,여성,60,60대,220016.94,49044.66,2022-11-15
319,2021,11월,3017056000,괴정동,m,남성,60,60대,318203.76,69679.8,2022-11-15
320,2021,09월,3017055000,용문동,f,여성,30,30대,249509.19,55052.81,2022-11-15
321,2021,02월,3017058100,갈마1동,f,여성,40,40대,273448.87,61177.14,2022-11-15
322,2021,12월,3017057500,내동,f,여성,0,9세이하,20381.78,4511.85,2022-11-15
323,2021,10월,3017055000,용문동,f,여성,40,40대,224975.25,48766.75,2022-11-15
324,2021,09월,3017058600,월평1동,f,여성,0,9세이하,8238.2,1848.07,2022-11-15
325,2021,09월,3017051000,복수동,m,남성,60,60대,266403.53,59977.64,2022-11-15
326,2021,10월,3017060000,기성동,f,여성,0,9세이하,1347.13,228.22,2022-11-15
327,2021,01월,3017058100,갈마1동,f,여성,40,40대,295317.46,65955.75,2022-11-15
328,2021,03월,3017059700,관저2동,f,여성,50,50대,939253.1,209595.71,2022-11-15
329,2021,02월,3017054000,변동,m,남성,50,50대,292703.97,65133.22,2022-11-15
330,2021,11월,3017059600,관저1동,f,여성,70,70세이상,183509.62,39500.67,2022-11-15
331,2021,09월,3017053500,정림동,f,여성,60,60대,225260,49886.89,2022-11-15
332,2021,02월,3017059000,가수원동,m,남성,10,10대,178630.59,39051.07,2022-11-15
333,2021,07월,3017056000,괴정동,f,여성,50,50대,489616.53,108088.32,2022-11-15
334,2021,11월,3017054000,변동,f,여성,70,70세이상,162113.64,35682.58,2022-11-15
335,2021,11월,3017055000,용문동,m,남성,60,60대,208159.01,45475.33,2022-11-15
336,2021,02월,3017053500,정림동,f,여성,10,10대,61339.01,13481.72,2022-11-15
337,2021,11월,3017058200,갈마2동,m,남성,50,50대,307468.39,69095.13,2022-11-15
338,2021,06월,3017066000,둔산3동,f,여성,40,40대,332790.55,77251.02,2022-11-15
339,2021,11월,3017058600,월평1동,f,여성,60,60대,202201.88,43975.62,2022-11-15
340,2021,04월,3017053500,정림동,f,여성,60,60대,199209.83,43975.91,2022-11-15
341,2021,10월,3017057500,내동,f,여성,50,50대,352067.47,80128.91,2022-11-15
342,2021,07월,3017060000,기성동,f,여성,40,40대,21126,3547.17,2022-11-15
343,2021,04월,3017058800,월평3동,m,남성,40,40대,160547.33,37519.27,2022-11-15
344,2021,11월,3017060000,기성동,f,여성,30,30대,32286.05,5084.57,2022-11-15
345,2021,04월,3017065000,만년동,m,남성,20,20대,351768.96,76548.73,2022-11-15
346,2021,03월,3017058700,월평2동,f,여성,10,10대,117148.81,26983.59,2022-11-15
347,2021,10월,3017058600,월평1동,f,여성,30,30대,220040.5,48480.17,2022-11-15
348,2021,03월,3017058200,갈마2동,m,남성,0,9세이하,19989.87,4309.64,2022-11-15
349,2021,01월,3017066000,둔산3동,f,여성,60,60대,224626.69,49246.03,2022-11-15
350,2021,09월,3017063000,둔산1동,f,여성,30,30대,401609.55,80460.58,2022-11-15
351,2021,09월,3017058100,갈마1동,m,남성,30,30대,449604.11,101844.43,2022-11-15
352,2021,08월,3017052000,도마1동,m,남성,50,50대,323428.77,70631.02,2022-11-15
353,2021,11월,3017060000,기성동,m,남성,70,70세이상,23791.22,4003.7,2022-11-15
354,2021,06월,3017059700,관저2동,f,여성,70,70세이상,246473.2,54127.92,2022-11-15
355,2021,09월,3017058800,월평3동,f,여성,40,40대,199508.03,45724.46,2022-11-15
356,2021,04월,3017054000,변동,m,남성,20,20대,243858.38,53825.06,2022-11-15
357,2021,10월,3017063000,둔산1동,m,남성,60,60대,242584.04,49569.51,2022-11-15
358,2021,04월,3017053500,정림동,f,여성,20,20대,165486.13,36820.6,2022-11-15
359,2021,11월,3017059700,관저2동,m,남성,20,20대,914686.71,203775.7,2022-11-15
360,2021,01월,3017051000,복수동,m,남성,40,40대,324099.26,73038.65,2022-11-15
361,2021,04월,3017060000,기성동,m,남성,10,10대,3064.72,561.02,2022-11-15
362,2021,05월,3017063000,둔산1동,m,남성,0,9세이하,24744.29,5172.43,2022-11-15
363,2021,05월,3017055000,용문동,f,여성,50,50대,245843.44,52511.38,2022-11-15
364,2021,12월,3017057000,가장동,m,남성,20,20대,178484.4,39116.3,2022-11-15
365,2021,11월,3017059000,가수원동,m,남성,10,10대,228608.01,50557,2022-11-15
366,2021,06월,3017057000,가장동,m,남성,60,60대,177939.93,39216.7,2022-11-15
367,2021,10월,3017056000,괴정동,m,남성,10,10대,150662.28,33340.45,2022-11-15
368,2021,07월,3017055000,용문동,m,남성,50,50대,233988.78,51360.31,2022-11-15
369,2021,09월,3017059600,관저1동,m,남성,0,9세이하,52267.85,11499.67,2022-11-15
370,2021,11월,3017059600,관저1동,m,남성,50,50대,486063.54,109398.19,2022-11-15
371,2021,03월,3017059000,가수원동,f,여성,30,30대,450360.21,97641.58,2022-11-15
372,2021,10월,3017063000,둔산1동,f,여성,50,50대,465051.72,95761.05,2022-11-15
373,2021,03월,3017063000,둔산1동,f,여성,0,9세이하,22611.06,4602.38,2022-11-15
374,2021,05월,3017054000,변동,m,남성,40,40대,275824.9,61582.44,2022-11-15
375,2021,03월,3017066000,둔산3동,m,남성,30,30대,178314.62,41532.1,2022-11-15
376,2021,10월,3017058700,월평2동,f,여성,40,40대,308262.85,67584.04,2022-11-15
377,2021,03월,3017056000,괴정동,f,여성,50,50대,486653.63,107187.17,2022-11-15
378,2021,09월,3017064000,둔산2동,m,남성,40,40대,1331577.02,275491.24,2022-11-15
379,2021,12월,3017059000,가수원동,m,남성,40,40대,532636.08,116589.92,2022-11-15
380,2021,07월,3017058100,갈마1동,f,여성,50,50대,410962.33,91865.61,2022-11-15
381,2021,12월,3017059700,관저2동,f,여성,30,30대,1095336.73,243339.98,2022-11-15
382,2021,05월,3017065000,만년동,f,여성,30,30대,296563.68,63362.63,2022-11-15
383,2021,09월,3017056000,괴정동,f,여성,30,30대,503580.86,111017.19,2022-11-15
384,2021,11월,3017053500,정림동,m,남성,30,30대,150745.34,33816.36,2022-11-15
385,2021,10월,3017058700,월평2동,m,남성,10,10대,159530.2,35459.93,2022-11-15
386,2021,05월,3017063000,둔산1동,m,남성,70,70세이상,105642.77,21850.86,2022-11-15
387,2021,07월,3017058100,갈마1동,m,남성,0,9세이하,19681.84,4269.63,2022-11-15
388,2021,06월,3017058100,갈마1동,f,여성,70,70세이상,116682.69,25530.71,2022-11-15
389,2021,02월,3017058700,월평2동,m,남성,50,50대,297526.52,67513.34,2022-11-15
390,2021,03월,3017059600,관저1동,m,남성,30,30대,523371.71,118132.38,2022-11-15
391,2021,01월,3017053500,정림동,m,남성,60,60대,197992.61,44012.12,2022-11-15
392,2021,05월,3017054000,변동,f,여성,20,20대,206757.39,46046.93,2022-11-15
393,2021,05월,3017058600,월평1동,f,여성,10,10대,63107.75,13791.32,2022-11-15
394,2021,07월,3017058800,월평3동,f,여성,40,40대,212719.89,48750.34,2022-11-15
395,2021,12월,3017054000,변동,f,여성,50,50대,371966.75,82701.53,2022-11-15
396,2021,07월,3017058700,월평2동,m,남성,50,50대,347068.09,78292.95,2022-11-15
397,2021,05월,3017066000,둔산3동,m,남성,40,40대,244065.98,56728.36,2022-11-15
398,2021,07월,3017056000,괴정동,f,여성,70,70세이상,165120.66,35854.14,2022-11-15
399,2021,10월,3017059600,관저1동,m,남성,20,20대,564270.44,124133.21,2022-11-15
400,2021,04월,3017057000,가장동,m,남성,60,60대,169684.68,37747.84,2022-11-15
401,2021,03월,3017066000,둔산3동,f,여성,70,70세이상,120336.81,26677.8,2022-11-15
402,2021,11월,3017063000,둔산1동,f,여성,50,50대,488589.46,100204.89,2022-11-15
403,2021,05월,3017056000,괴정동,f,여성,30,30대,519143.59,114230.55,2022-11-15
404,2021,08월,3017059000,가수원동,f,여성,60,60대,396306.76,87111.16,2022-11-15
405,2021,01월,3017058600,월평1동,f,여성,20,20대,354129.15,78488.52,2022-11-15
406,2021,05월,3017060000,기성동,f,여성,30,30대,22246.37,3587.47,2022-11-15
407,2021,01월,3017066000,둔산3동,m,남성,40,40대,225872.68,52360.65,2022-11-15
408,2021,10월,3017056000,괴정동,f,여성,30,30대,520266.25,114842.35,2022-11-15
409,2021,08월,3017064000,둔산2동,m,남성,50,50대,1396878.6,292049.67,2022-11-15
410,2021,01월,3017057000,가장동,f,여성,20,20대,189365.32,41824.16,2022-11-15
411,2021,03월,3017058200,갈마2동,m,남성,60,60대,217098.87,48685.4,2022-11-15
412,2021,03월,3017057500,내동,f,여성,10,10대,175690.73,38929.01,2022-11-15
413,2021,07월,3017052000,도마1동,m,남성,60,60대,307901.7,66608.91,2022-11-15
414,2021,12월,3017065000,만년동,m,남성,20,20대,371941.79,80731.37,2022-11-15
415,2021,04월,3017058100,갈마1동,f,여성,50,50대,404397.63,90881.92,2022-11-15
416,2021,10월,3017058800,월평3동,f,여성,0,9세이하,16903.94,3674.5,2022-11-15
417,2021,01월,3017058100,갈마1동,f,여성,50,50대,393470.5,87516.66,2022-11-15
418,2021,02월,3017055500,탄방동,m,남성,70,70세이상,209744.15,44623.31,2022-11-15
419,2021,06월,3017055500,탄방동,m,남성,20,20대,1206254.49,259505.19,2022-11-15
420,2021,08월,3017059700,관저2동,m,남성,30,30대,891633.42,204875.03,2022-11-15
421,2021,09월,3017058700,월평2동,m,남성,70,70세이상,125215.28,27439.89,2022-11-15
422,2021,05월,3017057500,내동,f,여성,0,9세이하,22012.6,4840.75,2022-11-15
423,2021,11월,3017057000,가장동,m,남성,10,10대,74038.37,16515.41,2022-11-15
424,2021,12월,3017054000,변동,m,남성,20,20대,240395.98,53195.6,2022-11-15
425,2021,06월,3017056000,괴정동,m,남성,30,30대,617034.28,138109.54,2022-11-15
426,2021,04월,3017058800,월평3동,m,남성,60,60대,182727.13,41628.57,2022-11-15
427,2021,07월,3017057500,내동,m,남성,40,40대,262627.75,59969.6,2022-11-15
428,2021,05월,3017064000,둔산2동,f,여성,50,50대,1321023.27,272848.89,2022-11-15
429,2021,03월,3017059700,관저2동,m,남성,0,9세이하,119010.55,25978.15,2022-11-15
430,2021,06월,3017058700,월평2동,f,여성,40,40대,306944.19,67444.52,2022-11-15
431,2021,06월,3017060000,기성동,f,여성,60,60대,30290.73,5291.02,2022-11-15
432,2021,01월,3017066000,둔산3동,m,남성,0,9세이하,14975.36,3286.13,2022-11-15
433,2021,06월,3017058600,월평1동,m,남성,40,40대,306362.74,66065.42,2022-11-15
434,2021,11월,3017054000,변동,f,여성,20,20대,203067.5,45300.21,2022-11-15
435,2021,01월,3017055500,탄방동,m,남성,50,50대,982548.12,213799.92,2022-11-15
436,2021,10월,3017063000,둔산1동,f,여성,40,40대,587952.15,124111.56,2022-11-15
437,2021,09월,3017059700,관저2동,m,남성,10,10대,542869.34,122197.83,2022-11-15
438,2021,05월,3017066000,둔산3동,m,남성,10,10대,148364.48,33036.71,2022-11-15
439,2021,03월,3017064000,둔산2동,f,여성,0,9세이하,55044.48,11928.02,2022-11-15
440,2021,02월,3017053000,도마2동,f,여성,60,60대,261138.56,57112.56,2022-11-15
441,2021,11월,3017051000,복수동,m,남성,60,60대,267631.12,60327.09,2022-11-15
442,2021,12월,3017058800,월평3동,f,여성,10,10대,109424.25,24389.22,2022-11-15
443,2021,06월,3017057500,내동,f,여성,0,9세이하,23211.21,5078.75,2022-11-15
444,2021,09월,3017052000,도마1동,f,여성,30,30대,211378.98,46065.74,2022-11-15
445,2021,11월,3017064000,둔산2동,m,남성,10,10대,400132.44,90169.79,2022-11-15
446,2021,05월,3017058700,월평2동,f,여성,10,10대,119507.29,27126.67,2022-11-15
447,2021,08월,3017052000,도마1동,f,여성,50,50대,354868.61,75985.88,2022-11-15
448,2021,09월,3017059000,가수원동,f,여성,30,30대,474557.43,102925.36,2022-11-15
449,2021,01월,3017056000,괴정동,f,여성,50,50대,455790.22,99711.04,2022-11-15
450,2021,05월,3017063000,둔산1동,m,남성,60,60대,228202.92,46727.16,2022-11-15
451,2021,12월,3017051000,복수동,m,남성,40,40대,329803.56,74896.43,2022-11-15
452,2021,05월,3017058200,갈마2동,m,남성,30,30대,519954.51,116115.65,2022-11-15
453,2021,12월,3017058100,갈마1동,m,남성,10,10대,155393.76,34346.43,2022-11-15
454,2021,02월,3017059600,관저1동,m,남성,0,9세이하,40745.41,8834.97,2022-11-15
455,2021,12월,3017051000,복수동,m,남성,0,9세이하,34644.27,7241.83,2022-11-15
456,2021,06월,3017057000,가장동,f,여성,0,9세이하,18644.36,3997.39,2022-11-15
457,2021,03월,3017053500,정림동,m,남성,20,20대,166092.05,36488.61,2022-11-15
458,2021,04월,3017058100,갈마1동,f,여성,70,70세이상,112915.79,24772.64,2022-11-15
459,2021,06월,3017054000,변동,m,남성,10,10대,107613.68,23854.59,2022-11-15
460,2021,07월,3017057500,내동,m,남성,70,70세이상,139610.92,31310.03,2022-11-15
461,2021,09월,3017054000,변동,f,여성,10,10대,114483.35,25331.58,2022-11-15
462,2021,07월,3017058800,월평3동,m,남성,60,60대,194490.11,44263.09,2022-11-15
463,2021,04월,3017056000,괴정동,f,여성,70,70세이상,148473.17,32393.01,2022-11-15
464,2021,10월,3017052000,도마1동,f,여성,70,70세이상,181579.48,38467.04,2022-11-15
465,2021,12월,3017063000,둔산1동,m,남성,50,50대,576183.68,119707.56,2022-11-15
466,2021,09월,3017065000,만년동,f,여성,10,10대,122443.53,25940.07,2022-11-15
467,2021,09월,3017059700,관저2동,m,남성,30,30대,869582.53,200144.99,2022-11-15
468,2021,09월,3017059000,가수원동,m,남성,60,60대,408638.41,89783.37,2022-11-15
469,2021,04월,3017060000,기성동,f,여성,60,60대,24487.05,4286.57,2022-11-15
470,2021,03월,3017056000,괴정동,m,남성,20,20대,665472.96,149241.46,2022-11-15
471,2021,12월,3017059700,관저2동,m,남성,40,40대,976243.72,224784.6,2022-11-15
472,2021,05월,3017065000,만년동,m,남성,0,9세이하,12471.07,2502.41,2022-11-15
473,2021,03월,3017059000,가수원동,f,여성,0,9세이하,36953.43,8110.14,2022-11-15
474,2021,10월,3017058200,갈마2동,f,여성,70,70세이상,113703.58,24837.08,2022-11-15
475,2021,05월,3017064000,둔산2동,f,여성,70,70세이상,234586.5,48996.66,2022-11-15
476,2021,11월,3017055500,탄방동,f,여성,60,60대,738354.19,153845.87,2022-11-15
477,2021,04월,3017058100,갈마1동,m,남성,50,50대,349217.01,79319.06,2022-11-15
478,2021,07월,3017065000,만년동,f,여성,50,50대,360637.93,79280.59,2022-11-15
479,2021,07월,3017051000,복수동,m,남성,10,10대,272851.2,57895.54,2022-11-15
480,2021,04월,3017059600,관저1동,m,남성,10,10대,254570.17,56746.3,2022-11-15
481,2021,05월,3017057500,내동,m,남성,60,60대,225761.45,50867.88,2022-11-15
482,2021,12월,3017066000,둔산3동,f,여성,70,70세이상,140763.64,30896.58,2022-11-15
483,2021,04월,3017056000,괴정동,m,남성,60,60대,316990.67,69373.4,2022-11-15
484,2021,06월,3017060000,기성동,f,여성,40,40대,26106.05,4228.18,2022-11-15
485,2021,03월,3017058100,갈마1동,f,여성,0,9세이하,33881.12,7264,2022-11-15
486,2021,03월,3017066000,둔산3동,m,남성,50,50대,253065.05,60104.16,2022-11-15
487,2021,10월,3017055000,용문동,m,남성,10,10대,61079.12,13559.83,2022-11-15
488,2021,04월,3017054000,변동,f,여성,0,9세이하,20839.45,4284.17,2022-11-15
489,2021,07월,3017059600,관저1동,m,남성,60,60대,378698.3,83570.88,2022-11-15
490,2021,09월,3017066000,둔산3동,f,여성,60,60대,255848.99,56544.94,2022-11-15
491,2021,09월,3017058200,갈마2동,m,남성,20,20대,674695.59,150697.36,2022-11-15
492,2021,10월,3017055000,용문동,m,남성,70,70세이상,118501.01,25719.65,2022-11-15
493,2021,09월,3017059000,가수원동,m,남성,50,50대,505151.25,111757.76,2022-11-15
494,2021,02월,3017057500,내동,m,남성,50,50대,257764.4,58831.31,2022-11-15
495,2021,04월,3017053500,정림동,m,남성,70,70세이상,97197.53,21364.62,2022-11-15
496,2021,01월,3017053500,정림동,m,남성,10,10대,81595.08,18021.4,2022-11-15
497,2021,06월,3017051000,복수동,m,남성,70,70세이상,136620.29,30806.75,2022-11-15
498,2021,04월,3017066000,둔산3동,m,남성,0,9세이하,19674.01,4267.9,2022-11-15
499,2021,01월,3017055000,용문동,m,남성,40,40대,239121.16,51920.79,2022-11-15
500,2021,11월,3017058100,갈마1동,f,여성,60,60대,322337.87,71791.5,2022-11-15
501,2021,07월,3017057000,가장동,m,남성,60,60대,185855,40892.47,2022-11-15
502,2021,09월,3017059700,관저2동,f,여성,10,10대,511402.69,115342.2,2022-11-15
503,2021,12월,3017060000,기성동,f,여성,40,40대,15914.78,2768.27,2022-11-15
504,2021,11월,3017057000,가장동,m,남성,40,40대,189558.67,42470.07,2022-11-15
505,2021,12월,3017064000,둔산2동,f,여성,20,20대,2142802.13,446634.91,2022-11-15
506,2021,10월,3017060000,기성동,f,여성,10,10대,4899.63,874.21,2022-11-15
507,2021,04월,3017058600,월평1동,f,여성,70,70세이상,68356.57,14835.18,2022-11-15
508,2021,10월,3017057500,내동,f,여성,10,10대,188581.93,41764.27,2022-11-15
509,2021,07월,3017066000,둔산3동,m,남성,0,9세이하,15487.06,3355.69,2022-11-15
510,2021,11월,3017057500,내동,f,여성,70,70세이상,153079.51,33880.26,2022-11-15
511,2021,03월,3017053000,도마2동,m,남성,0,9세이하,17986.14,3760.67,2022-11-15
512,2021,01월,3017058200,갈마2동,m,남성,50,50대,292752.04,64990.91,2022-11-15
513,2021,10월,3017055500,탄방동,m,남성,60,60대,703692.92,152809.26,2022-11-15
514,2021,03월,3017054000,변동,m,남성,20,20대,254314.41,55900.67,2022-11-15
515,2021,10월,3017059000,가수원동,m,남성,40,40대,515493.02,113240.15,2022-11-15
516,2021,06월,3017059000,가수원동,m,남성,30,30대,431036.24,95035.97,2022-11-15
517,2021,09월,3017060000,기성동,f,여성,40,40대,23675.65,3839.87,2022-11-15
518,2021,04월,3017057000,가장동,f,여성,40,40대,205873.54,45812.96,2022-11-15
519,2021,08월,3017053500,정림동,m,남성,40,40대,168029.28,37708.4,2022-11-15
520,2021,10월,3017064000,둔산2동,m,남성,70,70세이상,255668.95,52375.07,2022-11-15
521,2021,08월,3017052000,도마1동,m,남성,40,40대,265776.13,58102.88,2022-11-15
522,2021,06월,3017058600,월평1동,f,여성,50,50대,279560.54,60895.03,2022-11-15
